t,BodyA_x,BodyA_y,BodyB_x,BodyB_y
0.7400000000,0.7256885433,0.5344818516,1.2598046038,0.4645735023
0.7600000000,0.7106657494,0.5454653367,1.2520965136,0.4761777031
0.7800000000,0.6952475940,0.5561453656,1.2441800771,0.4877026689
0.8000000000,0.6794353777,0.5665101755,1.2360551051,0.4991458913
0.8200000000,0.6632305829,0.5765476553,1.2277214080,0.5105048261
0.8400000000,0.6466348926,0.5862453288,1.2191787969,0.5217768914
0.8600000000,0.6296502106,0.5955903388,1.2104270833,0.5329594662
0.8800000000,0.6122786836,0.6045694294,1.2014660805,0.5440498895
0.9000000000,0.5945227251,0.6131689291,1.1922956034,0.5550454583
0.9200000000,0.5763850422,0.6213747322,1.1829154695,0.5659434262
0.9400000000,0.5578686639,0.6291722807,1.1733254998,0.5767410022
0.9600000000,0.5389769726,0.6365465460,1.1635255189,0.5874353485
0.9800000000,0.5197137386,0.6434820092,1.1535153564,0.5980235793
1.0000000000,0.5000831574,0.6499626425,1.1432948469,0.6085027587
1.0200000000,0.4800898907,0.6559718901,1.1328638319,0.6188698994
1.0400000000,0.4597391109,0.6614926489,1.1222221595,0.6291219606
1.0600000000,0.4390365503,0.6665072503,1.1113696864,0.6392558460
1.0800000000,0.4179885544,0.6709974416,1.1003062782,0.6492684024
1.1000000000,0.3966021397,0.6749443690,1.0890318109,0.6591564171
1.1200000000,0.3748850579,0.6783285613,1.0775461716,0.6689166161
1.1400000000,0.3528458648,0.6811299156,1.0658492604,0.6785456622
1.1600000000,0.3304939963,0.6833276846,1.0539409910,0.6880401524
1.1800000000,0.3078398505,0.6849004666,1.0418212923,0.6973966162
1.2000000000,0.2848948777,0.6858261992,1.0294901101,0.7066115126
1.2200000000,0.2616716776,0.6860821567,1.0169474084,0.7156812282
1.2400000000,0.2381841058,0.6856449526,1.0041931712,0.7246020748
1.2600000000,0.2144473880,0.6844905484,0.9912274039,0.7333702863
1.2800000000,0.1904782448,0.6825942697,0.9780501358,0.7419820167
1.3000000000,0.1662950253,0.6799308317,0.9646614216,0.7504333369
1.3200000000,0.1419178521,0.6764743742,0.9510613438,0.7587202322
1.3400000000,0.1173687753,0.6721985108,0.9372500147,0.7668385994
1.3600000000,0.0926719387,0.6670763924,0.9232275791,0.7747842435
1.3800000000,0.0678537552,0.6610807875,0.9089942167,0.7825528752
1.4000000000,0.0429430927,0.6541841846,0.8945501447,0.7901401072
1.4200000000,0.0179714692,0.6463589173,0.8798956213,0.7975414511
1.4400000000,-0.0070267444,0.6375773171,0.8650309479,0.8047523142
1.4600000000,-0.0320141153,0.6278118981,0.8499564734,0.8117679958
1.4800000000,-0.0569499371,0.6170355768,0.8346725970,0.8185836840
1.5000000000,-0.0817900181,0.6052219331,0.8191797722,0.8251944514
1.5200000000,-0.1064864754,0.5923455159,0.8034785110,0.8315952521
1.5400000000,-0.1309875396,0.5783821981,0.7875693881,0.8377809171
1.5600000000,-0.1552373795,0.5633095866,0.7714530453,0.8437461509
1.5800000000,-0.1791759547,0.5471074896,0.7551301966,0.8494855271
1.6000000000,-0.2027389081,0.5297584446,0.7386016333,0.8549934841
1.6200000000,-0.2258575116,0.5112483094,0.7218682297,0.8602643213
1.6400000000,-0.2484586795,0.4915669135,0.7049309489,0.8652921941
