t,BodyA_x,BodyA_y,BodyB_x,BodyB_y
7.3800000000,0.5696784903,-0.7190964528,0.9561357357,-0.2966613170
7.4000000000,0.5859815727,-0.7141181435,0.9636560943,-0.2893310830
7.4200000000,0.6021698045,-0.7089998694,0.9709875794,-0.2819441411
7.4400000000,0.6182400129,-0.7037426335,0.9781287541,-0.2745019390
7.4600000000,0.6341890483,-0.6983474664,0.9850782186,-0.2670059354
7.4800000000,0.6500137847,-0.6928154254,0.9918346110,-0.2594575995
7.5000000000,0.6657111204,-0.6871475947,0.9983966070,-0.2518584107
7.5200000000,0.6812779789,-0.6813450854,1.0047629204,-0.2442098585
7.5400000000,0.6967113091,-0.6754090346,1.0109323036,-0.2365134419
7.5600000000,0.7120080861,-0.6693406058,1.0169035472,-0.2287706695
7.5800000000,0.7271653118,-0.6631409883,1.0226754810,-0.2209830587
7.6000000000,0.7421800154,-0.6568113974,1.0282469736,-0.2131521360
7.6200000000,0.7570492542,-0.6503530735,1.0336169332,-0.2052794361
7.6400000000,0.7717701137,-0.6437672825,1.0387843071,-0.1973665021
7.6600000000,0.7863397087,-0.6370553152,1.0437480827,-0.1894148850
7.6800000000,0.8007551836,-0.6302184870,1.0485072869,-0.1814261431
7.7000000000,0.8150137131,-0.6232581381,1.0530609871,-0.1734018422
7.7200000000,0.8291125025,-0.6161756326,1.0574082907,-0.1653435552
7.7400000000,0.8430487886,-0.6089723586,1.0615483457,-0.1572528613
7.7600000000,0.8568198397,-0.6016497280,1.0654803406,-0.1491313464
7.7800000000,0.8704229570,-0.5942091759,1.0692035048,-0.1409806022
7.8000000000,0.8838554741,-0.5866521608,1.0727171084,-0.1328022263
7.8200000000,0.8971147583,-0.5789801637,1.0760204630,-0.1245978216
7.8400000000,0.9101982110,-0.5711946884,1.0791129210,-0.1163689961
7.8600000000,0.9231032677,-0.5632972607,1.0819938763,-0.1081173626
7.8800000000,0.9358273991,-0.5552894286,1.0846627643,-0.0998445385
7.9000000000,0.9483681113,-0.5471727615,1.0871190619,-0.0915521452
7.9200000000,0.9607229465,-0.5389488503,1.0893622876,-0.0832418079
7.9400000000,0.9728894830,-0.5306193069,1.0913920018,-0.0749151556
7.9600000000,0.9848653362,-0.5221857638,1.0932078066,-0.0665738200
7.9800000000,0.9966481591,-0.5136498739,1.0948093462,-0.0582194363
8.0000000000,1.0082356421,-0.5050133103,1.0961963067,-0.0498536417
8.0200000000,1.0196255141,-0.4962777657,1.0973684162,-0.0414780759
8.0400000000,1.0308155428,-0.4874449523,1.0983254451,-0.0330943806
8.0600000000,1.0418035349,-0.4785166012,1.0990672056,-0.0247041989
8.0800000000,1.0525873369,-0.4694944624,1.0995935525,-0.0163091753
8.1000000000,1.0631648351,-0.4603803042,1.0999043826,-0.0079109551
8.1200000000,1.0735339565,-0.4511759129,1.0999996350,0.0004888156
8.1400000000,1.0836926686,-0.4418830925,1.0998792909,0.0088884906
8.1600000000,1.0936389804,-0.4325036646,1.0995433740,0.0172864233
8.1800000000,1.1033709425,-0.4230394672,1.0989919501,0.0256809681
8.2000000000,1.1128866474,-0.4134923555,1.0982251274,0.0340704794
8.2200000000,1.1221842301,-0.4038642006,1.0972430560,0.0424533130
8.2400000000,1.1312618682,-0.3941568897,1.0960459285,0.0508278259
8.2600000000,1.1401177827,-0.3843723252,1.0946339795,0.0591923767
8.2800000000,1.1487502377,-0.3745124250,1.0930074858,0.0675453260
8.3000000000,1.1571575414,-0.3645791215,1.0911667660,0.0758850367
8.3200000000,1.1653380459,-0.3545743617,1.0891121811,0.0842098741
8.3400000000,1.1732901479,-0.3445001065,1.0868441337,0.0925182066
8.3600000000,1.1810122887,-0.3343583304,1.0843630683,0.1008084059
8.3800000000,1.1885029549,-0.3241510211,1.0816694712,0.1090788470
8.4000000000,1.1957606784,-0.3138801792,1.0787638704,0.1173279091
8.4200000000,1.2027840365,-0.3035478178,1.0756468353,0.1255539752
8.4400000000,1.2095716529,-0.2931559620,1.0723189769,0.1337554332
8.4600000000,1.2161221971,-0.2827066486,1.0687809474,0.1419306755
8.4800000000,1.2224343852,-0.2722019256,1.0650334402,0.1500780999
8.5000000000,1.2285069801,-0.2616438519,1.0610771899,0.1581961094
8.5200000000,1.2343387916,-0.2510344968,1.0569129719,0.1662831130
8.5400000000,1.2399286766,-0.2403759398,1.0525416023,0.1743375257
8.5600000000,1.2452755396,-0.2296702698,1.0479639379,0.1823577688
8.5800000000,1.2503783325,-0.2189195853,1.0431808759,0.1903422703
8.6000000000,1.2552360553,-0.2081259931,1.0381933539,0.1982894653
8.6200000000,1.2598477559,-0.1972916090,1.0330023492,0.2061977963
8.6400000000,1.2642125303,-0.1864185563,1.0276088794,0.2140657131
8.6600000000,1.2683295231,-0.1755089662,1.0220140016,0.2218916737
8.6800000000,1.2721979274,-0.1645649769,1.0162188123,0.2296741443
8.7000000000,1.2758169850,-0.1535887334,1.0102244473,0.2374115995
8.7200000000,1.2791859865,-0.1425823870,1.0040320816,0.2451025228
8.7400000000,1.2823042717,-0.1315480949,0.9976429288,0.2527454068
8.7600000000,1.2851712293,-0.1204880197,0.9910582412,0.2603387534
8.7800000000,1.2877862975,-0.1094043294,0.9842793094,0.2678810745
8.8000000000,1.2901489637,-0.0982991961,0.9773074619,0.2753708918
8.8200000000,1.2922587648,-0.0871747965,0.9701440653,0.2828067373
8.8400000000,1.2941152873,-0.0760333109,0.9627905236,0.2901871535
8.8600000000,1.2957181674,-0.0648769230,0.9552482781,0.2975106940
8.8800000000,1.2970670909,-0.0537078195,0.9475188069,0.3047759234
8.9000000000,1.2981617934,-0.0425281894,0.9396036251,0.3119814176
8.9200000000,1.2990020603,-0.0313402239,0.9315042839,0.3191257645
8.9400000000,1.2995877270,-0.0201461158,0.9232223710,0.3262075638
8.9600000000,1.2999186786,-0.0089480592,0.9147595093,0.3332254274
8.9800000000,1.2999948504,0.0022517513,0.9061173578,0.3401779799
9.0000000000,1.2998162273,0.0134511204,0.8972976101,0.3470638586
9.0200000000,1.2993828444,0.0246478531,0.8883019950,0.3538817139
9.0400000000,1.2986947866,0.0358397549,0.8791322756,0.3606302096
9.0600000000,1.2977521888,0.0470246323,0.8697902490,0.3673080228
9.0800000000,1.2965552357,0.0582002930,0.8602777463,0.3739138449
9.1000000000,1.2951041620,0.0693645466,0.8505966320,0.3804463810
9.1200000000,1.2933992520,0.0805152049,0.8407488034,0.3869043509
9.1400000000,1.2914408398,0.0916500826,0.8307361907,0.3932864887
9.1600000000,1.2892293094,0.1027669971,0.8205607565,0.3995915437
9.1800000000,1.2867650942,0.1138637696,0.8102244949,0.4058182800
9.2000000000,1.2840486772,0.1249382252,0.7997294319,0.4119654772
9.2200000000,1.2810805907,0.1359881933,0.7890776245,0.4180319305
9.2400000000,1.2778614165,0.1470115082,0.7782711605,0.4240164509
9.2600000000,1.2743917855,0.1580060092,0.7673121578,0.4299178654
9.2800000000,1.2706723779,0.1689695416,0.7562027643,0.4357350174
9.3000000000,1.2667039225,0.1798999565,0.7449451575,0.4414667667
9.3200000000,1.2624871973,0.1907951116,0.7335415439,0.4471119900
9.3400000000,1.2580230285,0.2016528715,0.7219941585,0.4526695807
9.3600000000,1.2533122913,0.2124711080,0.7103052645,0.4581384496
9.3800000000,1.2483559089,0.2232477009,0.6984771530,0.4635175249
9.4000000000,1.2431548528,0.2339805379,0.6865121421,0.4688057522
9.4200000000,1.2377101422,0.2446675156,0.6744125771,0.4740020951
9.4400000000,1.2320228445,0.2553065391,0.6621808294,0.4791055351
9.4600000000,1.2260940742,0.2658955234,0.6498192964,0.4841150720
9.4800000000,1.2199249934,0.2764323930,0.6373304009,0.4890297238
9.5000000000,1.2135168111,0.2869150828,0.6247165906,0.4938485274
9.5200000000,1.2068707835,0.2973415381,0.6119803379,0.4985705383
9.5400000000,1.1999882131,0.3077097154,0.5991241390,0.5031948309
9.5600000000,1.1928704488,0.3180175827,0.5861505137,0.5077204989
9.5800000000,1.1855188858,0.3282631194,0.5730620048,0.5121466554
9.6000000000,1.1779349648,0.3384443177,0.5598611776,0.5164724327
9.6200000000,1.1701201724,0.3485591820,0.5465506193,0.5206969831
9.6400000000,1.1620760401,0.3586057298,0.5331329389,0.5248194786
9.6600000000,1.1538041446,0.3685819920,0.5196107661,0.5288391111
9.6800000000,1.1453061073,0.3784860133,0.5059867513,0.5327550929
9.7000000000,1.1365835936,0.3883158525,0.4922635647,0.5365666564
9.7200000000,1.1276383132,0.3980695831,0.4784438960,0.5402730545
9.7400000000,1.1184720192,0.4077452934,0.4645304539,0.5438735608
9.7600000000,1.1090865083,0.4173410868,0.4505259653,0.5473674696
9.7800000000,1.0994836201,0.4268550828,0.4364331750,0.5507540962
9.8000000000,1.0896652365,0.4362854165,0.4222548452,0.5540327768
9.8200000000,1.0796332821,0.4456302397,0.4079937548,0.5572028687
9.8400000000,1.0693897230,0.4548877208,0.3936526990,0.5602637506
9.8600000000,1.0589365669,0.4640560453,0.3792344884,0.5632148226
9.8800000000,1.0482758626,0.4731334163,0.3647419492,0.5660555063
9.9000000000,1.0374096997,0.4821180547,0.3501779217,0.5687852449
9.9200000000,1.0263402077,0.4910081995,0.3355452604,0.5714035035
9.9400000000,1.0150695564,0.4998021083,0.3208468333,0.5739097688
9.9600000000,1.0035999547,0.5084980575,0.3060855213,0.5763035496
9.9800000000,0.9919336506,0.5170943426,0.2912642175,0.5785843767
10.0000000000,0.9800729306,0.5255892790,0.2763858268,0.5807518032
10.0200000000,0.9680201196,0.5339812015,0.2614532654,0.5828054042
10.0400000000,0.9557775796,0.5422684654,0.2464694600,0.5847447772
10.0600000000,0.9433477104,0.5504494464,0.2314373474,0.5865695421
10.0800000000,0.9307329480,0.5585225411,0.2163598738,0.5882793412
10.1000000000,0.9179357649,0.5664861672,0.2012399944,0.5898738395
10.1200000000,0.9049586693,0.5743387638,0.1860806725,0.5913527244
10.1400000000,0.8918042048,0.5820787918,0.1708848795,0.5927157060
10.1600000000,0.8784749495,0.5897047343,0.1556555935,0.5939625173
10.1800000000,0.8649735159,0.5972150965,0.1403957996,0.5950929138
10.2000000000,0.8513025502,0.6046084064,0.1251084885,0.5961066740
10.2200000000,0.8374647320,0.6118832151,0.1097966566,0.5970035992
10.2400000000,0.8234627734,0.6190380966,0.0944633049,0.5977835136
10.2600000000,0.8092994187,0.6260716486,0.0791114386,0.5984462644
10.2800000000,0.7949774439,0.6329824926,0.0637440668,0.5989917216
10.3000000000,0.7804996561,0.6397692740,0.0483642014,0.5994197783
10.3200000000,0.7658688929,0.6464306627,0.0329748567,0.5997303507
10.3400000000,0.7510880218,0.6529653531,0.0175790490,0.5999233778
10.3600000000,0.7361599398,0.6593720644,0.0021797959,0.5999988219
10.3800000000,0.7210875729,0.6656495408,-0.0132198844,0.5999566682
10.4000000000,0.7058738751,0.6717965520,-0.0286169736,0.5997969248
10.4200000000,0.6905218283,0.6778118933,-0.0440084541,0.5995196232
10.4400000000,0.6750344414,0.6836943856,-0.0593913090,0.5991248177
10.4600000000,0.6594147499,0.6894428760,-0.0747625234,0.5986125856
10.4800000000,0.6436658152,0.6950562379,-0.0901190846,0.5979830274
10.5000000000,0.6277907242,0.7005333709,-0.1054579827,0.5972362664
10.5200000000,0.6117925881,0.7058732016,-0.1207762114,0.5963724490
10.5400000000,0.5956745426,0.7110746834,-0.1360707684,0.5953917445
10.5600000000,0.5794397469,0.7161367969,-0.1513386559,0.5942943451
10.5800000000,0.5630913828,0.7210585498,-0.1665768815,0.5930804660
10.6000000000,0.5466326546,0.7258389776,-0.1817824586,0.5917503449
10.6200000000,0.5300667881,0.7304771433,-0.1969524070,0.5903042427
10.6400000000,0.5133970303,0.7349721378,-0.2120837532,0.5887424428
10.6600000000,0.4966266483,0.7393230801,-0.2271735318,0.5870652512
10.6800000000,0.4797589290,0.7435291174,-0.2422187850,0.5852729967
10.7000000000,0.4627971785,0.7475894254,-0.2572165642,0.5833660306
10.7200000000,0.4457447213,0.7515032083,-0.2721639297,0.5813447266
10.7400000000,0.4286048995,0.7552696989,-0.2870579520,0.5792094809
10.7600000000,0.4113810726,0.7588881592,-0.3018957118,0.5769607120
10.7800000000,0.3940766162,0.7623578797,-0.3166743010,0.5745988607
10.8000000000,0.3766949222,0.7656781806,-0.3313908231,0.5721243898
10.8200000000,0.3592393971,0.7688484110,-0.3460423937,0.5695377844
10.8400000000,0.3417134622,0.7718679495,-0.3606261410,0.5668395513
10.8600000000,0.3241205526,0.7747362044,-0.3751392068,0.5640302196
10.8800000000,0.3064641164,0.7774526135,-0.3895787465,0.5611103397
10.9000000000,0.2887476142,0.7800166444,-0.4039419300,0.5580804840
10.9200000000,0.2709745185,0.7824277945,-0.4182259422,0.5549412463
10.9400000000,0.2531483125,0.7846855913,-0.4324279834,0.5516932419
10.9600000000,0.2352724903,0.7867895922,-0.4465452701,0.5483371074
10.9800000000,0.2173505555,0.7887393848,-0.4605750354,0.5448735005
11.0000000000,0.1993860206,0.7905345871,-0.4745145295,0.5413031003
11.0200000000,0.1813824068,0.7921748471,-0.4883610202,0.5376266063
11.0400000000,0.1633432425,0.7936598434,-0.5021117937,0.5338447392
11.0600000000,0.1452720635,0.7949892849,-0.5157641550,0.5299582403
11.0800000000,0.1271724117,0.7961629110,-0.5293154281,0.5259678713
11.1000000000,0.1090478344,0.7971804918,-0.5427629570,0.5218744142
11.1200000000,0.0909018842,0.7980418277,-0.5561041062,0.5176786714
11.1400000000,0.0727381174,0.7987467500,-0.5693362607,0.5133814653
11.1600000000,0.0545600942,0.7992951205,-0.5824568272,0.5089836380
11.1800000000,0.0363713774,0.7996868317,-0.5954632340,0.5044860516
11.2000000000,0.0181755320,0.7999218068,-0.6083529319,0.4998895876
11.2200000000,-0.0000238758,0.7999999999,-0.6211233946,0.4951951467
11.2400000000,-0.0182232790,0.7999213955,-0.6337721191,0.4904036492
11.2600000000,-0.0364191104,0.7996860090,-0.6462966262,0.4855160342
11.2800000000,-0.0546078038,0.7992938867,-0.6586944613,0.4805332596
11.3000000000,-0.0727857942,0.7987451053,-0.6709631944,0.4754563019
11.3200000000,-0.0909495189,0.7980397724,-0.6831004209,0.4702861564
11.3400000000,-0.1090954177,0.7971780263,-0.6951037618,0.4650238363
11.3600000000,-0.1272199342,0.7961600358,-0.7069708647,0.4596703730
11.3800000000,-0.1453195160,0.7949860006,-0.7186994035,0.4542268158
11.4000000000,-0.1633906156,0.7936561506,-0.7302870796,0.4486942316
11.4200000000,-0.1814296912,0.7921707466,-0.7417316217,0.4430737048
11.4400000000,-0.1994332072,0.7905300796,-0.7530307868,0.4373663369
11.4600000000,-0.2173976349,0.7887344712,-0.7641823602,0.4315732466
11.4800000000,-0.2353194533,0.7867842735,-0.7751841564,0.4256955694
11.5000000000,-0.2531951499,0.7846798685,-0.7860340189,0.4197344572
11.5200000000,-0.2710212211,0.7824216688,-0.7967298214,0.4136910783
11.5400000000,-0.2887941729,0.7800101169,-0.8072694673,0.4075666174
11.5600000000,-0.3065105220,0.7774456856,-0.8176508909,0.4013622747
11.5800000000,-0.3241667961,0.7747288774,-0.8278720577,0.3950792662
11.6000000000,-0.3417595345,0.7718602248,-0.8379309641,0.3887188236
11.6200000000,-0.3592852891,0.7688402901,-0.8478256388,0.3822821932
11.6400000000,-0.3767406249,0.7656696651,-0.8575541423,0.3757706368
11.6600000000,-0.3941221208,0.7623489714,-0.8671145680,0.3691854305
11.6800000000,-0.4114263700,0.7588788596,-0.8765050420,0.3625278651
11.7000000000,-0.4286499810,0.7552600101,-0.8857237238,0.3557992453
11.7200000000,-0.4457895779,0.7514931320,-0.8947688066,0.3490008901
11.7400000000,-0.4628418015,0.7475789637,-0.9036385176,0.3421341318
11.7600000000,-0.4798033096,0.7435182723,-0.9123311184,0.3352003163
11.7800000000,-0.4966707778,0.7393118536,-0.9208449051,0.3282008026
11.8000000000,-0.5134409001,0.7349605323,-0.9291782092,0.3211369626
11.8200000000,-0.5301103896,0.7304651610,-0.9373293974,0.3140101808
11.8400000000,-0.5466759792,0.7258266209,-0.9452968719,0.3068218540
11.8600000000,-0.5631344221,0.7210458210,-0.9530790714,0.2995733911
11.8800000000,-0.5794824924,0.7161236986,-0.9606744703,0.2922662128
11.9000000000,-0.5957169860,0.7110612181,-0.9680815802,0.2849017512
11.9200000000,-0.6118347210,0.7058593719,-0.9752989491,0.2774814498
11.9400000000,-0.6278325383,0.7005191796,-0.9823251626,0.2700067629
11.9600000000,-0.6437073024,0.6950416878,-0.9891588435,0.2624791556
11.9800000000,-0.6594559020,0.6894279699,-0.9957986525,0.2549001032
